media_key,media_type,alt_text,duration_ms
3_1522497216023302145,photo,,
3_1522497221073289216,photo,,
7_1522497092614520834,video,,7100.0
3_1522497056421470209,photo,,
3_1522497056299880449,photo,,
3_1522497056375402496,photo,,
3_1522496921893732352,photo,,
3_1522496627478573056,photo,,
3_1522496505751367680,photo,,
3_1522495613438418945,photo,,
7_1522495352473112576,video,,7082.0
3_1522495136546103296,photo,,
3_1522495283556667392,photo,,
3_1522495307837505541,photo,,
3_1522495330977484801,photo,,
3_1522495330990039041,photo,,
3_1522495331933761536,photo,,
3_1522495332567126018,photo,,
7_1522494740515725312,video,,4000.0
3_1522495097304199168,photo,,
3_1522493992079794176,photo,,
3_1522493680984145920,photo,,
3_1522493692321447936,photo,,
3_1522494043510349825,photo,,
3_1522494049172697089,photo,,
