media_key,media_type,alt_text,duration_ms
3_1517729338736934912,photo,,
3_1517728645825150976,photo,,
16_1517728571367723008,animated_gif,,
3_1517728462911721472,photo,,
3_1517728297068732416,photo,,
3_1517728297064583168,photo,,
3_1517728297068683265,photo,,
3_1517728208615055360,photo,,
3_1517727554274312192,photo,,
3_1517727525023064064,photo,,
3_1517727525345976320,photo,,
3_1517727278372859905,photo,,
