media_key,media_type,alt_text,duration_ms
3_1533972234406182913,photo,,
3_1533971781848993792,photo,,
3_1533972116646895617,photo,,
3_1533971957468758016,photo,,
3_1533971670913978368,photo,,
3_1533971670901444608,photo,,
3_1533971396908425216,photo,,
3_1533971272413102082,photo,,
3_1533619328054173697,photo,,
16_1533971177571594242,animated_gif,,
3_1533970673311285248,photo,,
