media_key,media_type,alt_text,duration_ms
3_1532578384475082753,photo,,
3_1532578417664675840,photo,,
3_1532577843569659905,photo,,
3_1532577352215314432,photo,,
3_1532577096605876225,photo,,
16_1532577149869117440,animated_gif,,
3_1532577069040812032,photo,,
3_1532577014770720774,photo,,
3_1532576826274394112,photo,,
3_1532576455590391808,photo,,
3_1532576053570334720,photo,,
3_1532568939451953152,photo,,
