media_key,media_type,alt_text,duration_ms
3_1518676527789056001,photo,,
3_1518676724472553473,photo,,
3_1518676649059004416,photo,,
3_1518676651986591747,photo,,
3_1518676629006036992,photo,,
3_1518676556239061001,photo,,
3_1518676556251602948,photo,,
3_1518676484688285696,photo,,
3_1518676484696596481,photo,,
3_1518676484688269312,photo,,
3_1518675730363830272,photo,"A text-only graphic with a quote from Craig Donato, Roblox’s chief business officer. The quote reads, ""There's going to be a bunch of stuff that we'll be doing in terms of just really enforcing our code of conduct and making sure people are appropriate about these things.""",
3_1518676163517845504,photo,,
3_1518676190273294336,photo,,
3_1518676208552054785,photo,,
3_1518676229297037315,photo,,
3_1518676166068084737,photo,,
3_1518676161097879555,photo,,
7_1518676058874261504,video,,2900.0
3_1518675735292137473,photo,,
3_1518675690618560522,photo,,
7_1518674938047127553,video,,41000.0
3_1518675174597349376,photo,,
16_1518675070931156993,animated_gif,,
3_1518674588997201921,photo,,
3_1518674977649688576,photo,,
3_1518674872872087552,photo,,
3_1518674872909860864,photo,,
3_1518674873450905600,photo,,
3_1518674874449154049,photo,,
16_1518674848532205568,animated_gif,,
3_1518674742349287426,photo,,
3_1518674694093910016,photo,,
3_1518674686514810880,photo,,
3_1518674686544171009,photo,,
3_1518674631300952065,photo,,
3_1518674635365232645,photo,,
