tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1528559599804043264,1000451983256510464,ness from roblox,2022-05-23 02:13:02+00:00,,0,0,0,0,en,1528559599804043264,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]",,,False,,everyone,"Cheap Bots, Done Quick!"
1528559576043380737,1471607446938472462,@TheCodedGalaxy @Roblox_RTC yeah..,2022-05-23 02:12:56+00:00,,0,0,0,0,en,1528420199937998852,[],"{'mentions': [{'start': 0, 'end': 15, 'username': 'TheCodedGalaxy', 'id': '1401851980562063367'}, {'start': 16, 'end': 27, 'username': 'Roblox_RTC', 'id': '1056053249470541824'}]}",,False,,everyone,Twitter for iPhone
1528559551267610625,1518773256265867264,@plebcy Robux roblox,2022-05-23 02:12:50+00:00,,0,0,0,0,cy,1528478355103817729,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'plebcy', 'id': '1280632147343216641'}]}",,False,,everyone,Twitter for Android
1528559495625859072,1473478906954993665,@HelloItsVG Roblox is this,2022-05-23 02:12:37+00:00,,0,0,0,0,en,1528421736995336196,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'annotations': [{'start': 12, 'end': 17, 'probability': 0.2555, 'type': 'Organization', 'normalized_text': 'Roblox'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'HelloItsVG', 'id': '888867384404176896'}]}",,False,,everyone,Twitter for Android
1528559478722928640,1169340451817762816,"@anaktf38 @Roblox Simples e curto, o dev mencionou que o jogo foi banido por conteúdo discriminatório involvendo raça (????????), sem contar que o moderador não mencionou essa tal coisa discriminatória",2022-05-23 02:12:33+00:00,,0,0,0,0,pt,1495146556789600257,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 9, 'username': 'anaktf38', 'id': '1509229725599809541'}, {'start': 10, 'end': 17, 'username': 'Roblox', 'id': '16745055'}]}",,False,,everyone,Twitter for iPhone
1528559459316166657,1446007501036539910,@cwinship_ @DJMonopoli @RobloxBattles @Roblox omg its rel i got mine to 😱😱😱 tysm https://t.co/2ENwPd6DXm,2022-05-23 02:12:29+00:00,,1,0,6,0,en,1528453373657337856,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/2ENwPd6DXm', 'expanded_url': 'https://twitter.com/1barn1/status/1528559459316166657/photo/1', 'display_url': 'pic.twitter.com/2ENwPd6DXm', 'media_key': '3_1528559383235665920'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'cwinship_', 'id': '1334543374779604993'}, {'start': 11, 'end': 22, 'username': 'DJMonopoli', 'id': '28522827'}, {'start': 23, 'end': 37, 'username': 'RobloxBattles', 'id': '1092642326432886785'}, {'start': 38, 'end': 45, 'username': 'Roblox', 'id': '16745055'}]}",{'media_keys': ['3_1528559383235665920']},False,,everyone,Twitter Web App
1528559453712302080,1469727434429792259,@plebcy Please the only reason i have roblox is for me and my sick sister she loves roblox,2022-05-23 02:12:27+00:00,,0,0,0,0,en,1528465409141313537,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'plebcy', 'id': '1280632147343216641'}]}",,False,,everyone,Twitter for iPhone
1528559446355476480,1524886774387982336,@dev_keni USER DEV: CODE ROBLOX ARSENAL NARUTO PLS,2022-05-23 02:12:25+00:00,,0,0,0,0,en,1527320196905459712,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '1136329838350880768', 'name': 'Naruto', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]","{'mentions': [{'start': 0, 'end': 9, 'username': 'dev_keni', 'id': '812783243254632448'}]}",,False,,everyone,Twitter Web App
1528559421164494851,991795633722941440,"Been a bit inactive, so here's a showcase of the uniforms and merch I made for Konditori!

#Roblox #RobloxDev https://t.co/9YBuWJYK1r",2022-05-23 02:12:19+00:00,,5,3,44,0,en,1528559421164494851,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'hashtags': [{'start': 91, 'end': 98, 'tag': 'Roblox'}, {'start': 99, 'end': 109, 'tag': 'RobloxDev'}], 'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/9YBuWJYK1r', 'expanded_url': 'https://twitter.com/Aristically/status/1528559421164494851/photo/1', 'display_url': 'pic.twitter.com/9YBuWJYK1r', 'media_key': '3_1528558563181854720'}]}",{'media_keys': ['3_1528558563181854720']},False,,everyone,Twitter Web App
1528559416995459073,1477835407182204930,I WAS A PRIEST AT A ROBLOX WEDDING TODAY!! 😍 https://t.co/BDU6IAbQ4Q,2022-05-23 02:12:18+00:00,,0,1,6,0,en,1528559416995459073,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/BDU6IAbQ4Q', 'expanded_url': 'https://twitter.com/j0ke_r4t/status/1528559416995459073/photo/1', 'display_url': 'pic.twitter.com/BDU6IAbQ4Q', 'media_key': '3_1528559311135326217'}]}",{'media_keys': ['3_1528559311135326217']},False,,everyone,Twitter Web App
