tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1517536513537490949,1316376120250576897,they got @joeydez33 in roblox 😱😱 https://t.co/BOsq9iuG1n,2022-04-22 16:11:13+00:00,,0,1,5,0,en,1517536513537490949,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 33, 'end': 56, 'url': 'https://t.co/BOsq9iuG1n', 'expanded_url': 'https://twitter.com/ApeLoverFr/status/1517536513537490949/photo/1', 'display_url': 'pic.twitter.com/BOsq9iuG1n', 'media_key': '3_1517536510727368713'}], 'mentions': [{'start': 9, 'end': 19, 'username': 'joeydez33', 'id': '4580402119'}]}",{'media_keys': ['3_1517536510727368713']},False,,everyone,Twitter for iPad
1517536500753350663,1367833850055901186,NEW EASTER UPDATE ON ROBLOX SUPER GOLF!!! https://t.co/zxzX7N64b2 via @YouTube,2022-04-22 16:11:10+00:00,,0,0,1,0,en,1517536500753350663,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1372917575357591554', 'name': 'Easter', 'description': 'this entity for all conversations for Easter all year '}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1372917575357591554', 'name': 'Easter', 'description': 'this entity for all conversations for Easter all year '}}]","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/zxzX7N64b2', 'expanded_url': 'https://youtu.be/mFGFFXPpsjk', 'display_url': 'youtu.be/mFGFFXPpsjk'}], 'annotations': [{'start': 21, 'end': 37, 'probability': 0.3183, 'type': 'Product', 'normalized_text': 'ROBLOX SUPER GOLF'}], 'mentions': [{'start': 70, 'end': 78, 'username': 'YouTube', 'id': '10228272'}]}",,False,,everyone,Twitter Web App
1517536485485985792,1492823773967495170,"Friday night Bloxxin' Pico Rig
========================
!New Animation Soon!
========================
Play the Game: https://t.co/zbfce3PsdQ
======================== https://t.co/mfgt32eFXI",2022-04-22 16:11:07+00:00,,1,0,11,0,en,1517536485485985792,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '1174432578503204864', 'name': 'PC gaming'}}]","{'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/zbfce3PsdQ', 'expanded_url': 'https://roblox.com/games/7603193259/', 'display_url': 'roblox.com/games/76031932…'}, {'start': 166, 'end': 189, 'url': 'https://t.co/mfgt32eFXI', 'expanded_url': 'https://twitter.com/Plastiquinho/status/1517536485485985792/photo/1', 'display_url': 'pic.twitter.com/mfgt32eFXI', 'media_key': '3_1517536377692372992'}]}",{'media_keys': ['3_1517536377692372992']},False,,everyone,Twitter Web App
1517536480624877573,786439609320247296,"@bigwanger12 OG 2007 Player here. Old roblox wasn't that bad and I think we forget how primitive it was. The community was the main reason why I liked old roblox. And it was small enough that almost everyone knew each other. Games that stood out the most had scripting (Anaminus,Stealth Pilot)",2022-04-22 16:11:06+00:00,,0,0,7,0,en,1517212298586181632,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'annotations': [{'start': 279, 'end': 291, 'probability': 0.4623, 'type': 'Other', 'normalized_text': 'Stealth Pilot'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'bigwanger12', 'id': '719254445448495104'}]}",,False,,everyone,Twitter for Android
1517536478469193728,1344517777562984448,@ItsAmmon free roblox game,2022-04-22 16:11:05+00:00,,0,0,0,0,en,1517376902255636480,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 9, 'username': 'ItsAmmon', 'id': '1102772383071387648'}]}",,False,,everyone,Twitter Web App
1517536437779849219,913627414009331713,@bigwanger12 did the person who made this ever experience old roblox? i remembered the same roleplay shit happening in 2012,2022-04-22 16:10:55+00:00,,0,0,0,0,en,1517212298586181632,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 12, 'username': 'bigwanger12', 'id': '719254445448495104'}]}",,False,,everyone,Twitter for Android
1517536435531927552,1442551212377665536,@Roblox i want a jacket :(,2022-04-22 16:10:55+00:00,,0,0,0,0,en,1516910351740067840,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'Roblox', 'id': '16745055'}]}",,False,,everyone,Twitter Web App
1517536430372925440,1493958562892193797,i@ gonna play roblox n stardew valley i hope the time goes by faster,2022-04-22 16:10:54+00:00,,0,0,0,0,en,1517536430372925440,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]",,,False,,everyone,Twitter for iPhone
1517536367303180290,1436350630088613890,@Roblox @chizeled_ @Bloxy_News @ItsAmmon @ftDerpy THE AMOUNT,2022-04-22 16:10:39+00:00,,0,0,0,0,en,1516910351740067840,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'Roblox', 'id': '16745055'}, {'start': 8, 'end': 18, 'username': 'chizeled_', 'id': '1255111848518651904'}, {'start': 19, 'end': 30, 'username': 'Bloxy_News', 'id': '901894986836279296'}, {'start': 31, 'end': 40, 'username': 'ItsAmmon', 'id': '1102772383071387648'}, {'start': 41, 'end': 49, 'username': 'ftDerpy', 'id': '4093077509'}]}",,False,,everyone,Twitter for Android
1517536350429401091,1441030570818117633,@Roblox_RTC_BR o evento Beat Land so caiu para min ou para todos os players? https://t.co/DHNLIu99qA,2022-04-22 16:10:35+00:00,,0,0,0,0,pt,1517536350429401091,[],"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/DHNLIu99qA', 'expanded_url': 'https://twitter.com/AmoedoSqueak/status/1517536350429401091/photo/1', 'display_url': 'pic.twitter.com/DHNLIu99qA', 'media_key': '3_1517535927240990720'}], 'annotations': [{'start': 24, 'end': 35, 'probability': 0.5045, 'type': 'Other', 'normalized_text': 'Beat Land so'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'Roblox_RTC_BR', 'id': '1417587809502826500'}]}",{'media_keys': ['3_1517535927240990720']},False,,everyone,Twitter Web App
