media_key,media_type,alt_text,duration_ms
3_1518136912392773632,photo,,
3_1518136916389941249,photo,,
7_1518135918544232448,video,,12821.0
3_1518135884369076225,photo,,
3_1518135650951647232,photo,,
16_1518135560573014017,animated_gif,,
3_1518135427865055237,photo,,
7_1518135244251095040,video,,45000.0
3_1518135090882224129,photo,,
3_1518133999046213632,photo,,
3_1518134514987511808,photo,,
3_1518134200649453569,photo,,
