media_key,media_type,alt_text,duration_ms
3_1519696236609167361,photo,,
3_1519696270918811648,photo,,
3_1519696260705488897,photo,,
3_1519696077733363713,photo,,
3_1519696084935016452,photo,,
3_1519696008396959744,photo,,
3_1519695926562013187,photo,,
3_1519695767371657218,photo,,
3_1519695705832570881,photo,,
7_1519694992796704770,video,,68747.0
3_1519695614782709761,photo,,
3_1519695418258505728,photo,,
3_1519695392664924161,photo,,
3_1519695286150610944,photo,,
