media_key,media_type,alt_text,duration_ms
16_1514293229348438022,animated_gif,,
7_1514293090168754177,video,,37674.0
3_1514293030353788931,photo,,
3_1514292963299442696,photo,,
3_1514292967342698497,photo,,
3_1514292967346884609,photo,,
3_1514292597078241280,photo,,
3_1514292571576672256,photo,,
7_1514292336674676736,video,,34500.0
7_1514292030578610176,video,,64876.0
3_1514292204776341513,photo,,
3_1514292154839011341,photo,,
3_1514292086912303105,photo,,
