media_key,media_type,alt_text,duration_ms
3_1518860625447124992,photo,,
3_1518860115482345472,photo,,
3_1518860115486515201,photo,,
3_1518859940181331975,photo,,
7_1518855225653841922,video,,15018.0
3_1518859529664045056,photo,,
3_1518859288110055424,photo,,
3_1518858650659753984,photo,,
3_1518858668280004608,photo,,
3_1518858686722363393,photo,,
3_1518858921284444160,photo,,
3_1518858893304152064,photo,,
3_1518858542844891136,photo,,
3_1518858380730851329,photo,,
3_1518858240867520512,photo,,
3_1518857933462945794,photo,,
3_1518856986426675201,photo,,
3_1518857174310608896,photo,,
3_1518856976335519744,photo,,
3_1518855688667254784,photo,,
3_1518856038434447360,photo,,
3_1518856072257327105,photo,,
3_1518856143883354113,photo,,
7_1518856755014475777,video,,17311.0
3_1518855318578544641,photo,,
3_1518854144911585281,photo,,
