media_key,media_type,alt_text,duration_ms
3_1537891191164768256,photo,,
3_1537890940337106944,photo,,
3_1537891153558638593,photo,,
3_1537891169589284869,photo,,
3_1537891122294296576,photo,,
3_1537891045672775680,photo,,
3_1537891045643460608,photo,,
3_1537891045639213057,photo,,
3_1537890659109023745,photo,,
3_1537890879716720641,photo,,
3_1537890775467405314,photo,,
3_1537890792793985027,photo,,
3_1537890813459410949,photo,,
3_1537890843217960961,photo,,
3_1537890820455403532,photo,,
3_1537890454548533248,photo,,
3_1537890252081098759,photo,,
3_1537890269323898880,photo,,
3_1537890290014355461,photo,,
3_1537890706093527041,photo,,
16_1537890416992800771,animated_gif,,
3_1537889976322363398,photo,,
3_1537890304275075073,photo,,
16_1537890204987494401,animated_gif,,
3_1537890155335364609,photo,,
3_1537888492314693632,photo,,
3_1537890090067759106,photo,,
7_1537890009432240129,video,,12016.0
3_1537889605684318210,photo,,
16_1537889747053334530,animated_gif,,
3_1537889536650321921,photo,,
3_1537889424607875116,photo,,
3_1537813113696923648,photo,,
