media_key,media_type,alt_text,duration_ms
3_1538061906522411009,photo,,
16_1538061874293522432,animated_gif,,
16_1538061575554146304,animated_gif,,
3_1538060450587627520,photo,,
7_1538060169405423616,video,,45012.0
3_1538059197895520256,photo,,
3_1538059285703311360,photo,,
3_1538059285950877701,photo,,
3_1538059286059929600,photo,,
3_1538059226462900224,photo,,
3_1538059028063997953,photo,,
3_1538058867091058688,photo,,
3_1538058438567047168,photo,,
