media_key,media_type,alt_text,duration_ms
7_1513269197450665984,video,,44959.0
3_1513269009508098054,photo,,
3_1513268758923681801,photo,,
3_1513269195156377605,photo,,
3_1513268842096730115,photo,,
3_1513268610105589773,photo,,
3_1513268725155352587,photo,,
3_1513268783615467521,photo,,
3_1513268817220280330,photo,,
3_1513268459236478989,photo,,
3_1513268809477799937,photo,,
3_1513268809540509698,photo,,
3_1513268809813135366,photo,,
3_1513268646692409350,photo,,
3_1513268285873266692,photo,,
3_1513268016192045065,photo,,
3_1513267595541377024,photo,,
3_1513267744522874885,photo,,
3_1513267744443371522,photo,,
3_1513267471901417474,photo,,
7_1513267502578556929,video,,2933.0
3_1513267153876963329,photo,,
3_1513267157093986304,photo,,
3_1513267160734388234,photo,,
3_1513267038164492292,photo,,
3_1513258690635354114,photo,,
3_1513260257086423040,photo,,
3_1513260966166867979,photo,,
3_1513261718126088193,photo,,
3_1513266591881965584,photo,,
3_1513266591890292741,photo,,
3_1513265699346698247,photo,,
3_1513266719409770507,photo,,
3_1513266719414013963,photo,,
3_1513266719418208258,photo,,
3_1513266719414001666,photo,,
3_1513266702317981696,photo,,
3_1513266702322376704,photo,,
