tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1513817443046764544,1421045033533313024,@Connork007 @BlackAp77813019 @imcyrian good that’s who I want to be. smart intelligent unlike you of course.,2022-04-12 09:52:58+00:00,,0,1,0,0,en,1513248963582824450,[],"{'mentions': [{'start': 0, 'end': 11, 'username': 'Connork007', 'id': '1464754691234058248'}, {'start': 12, 'end': 28, 'username': 'BlackAp77813019', 'id': '1126104316295565312'}, {'start': 29, 'end': 38, 'username': 'imcyrian', 'id': '1101376954161229827'}]}",,False,,everyone,Twitter for iPad
1515075158373015559,1371820684159115266,"Whats coming in next big update

-New start place looking
-New Looking Model of sword
-Small battle place change

Next big update in May",2022-04-15 21:10:41+00:00,,0,1,0,0,en,1515075158373015559,[],,,False,,everyone,Twitter for Android
1515045788434501632,1507356439530061829,"Bring your fashion dreams to life on @Roblox! Post a design concept to #FOREVERFASHION 

The most ‘liked’ items will be reviewed and 5 of your designs will be launched by @Forever21 on Roblox!  

Offical Rules: https://t.co/XyFdDrLICd https://t.co/sm6BQp3mQG",2022-04-15 19:13:58+00:00,,25,9,133,2,en,1515045788434501632,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596715024385', 'name': 'Apparel/Accessories'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040780782', 'name': 'Forever 21'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '844603730221707264', 'name': 'Fashion', 'description': 'Fashion'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '846427983237672960', 'name': 'Fashion Brand', 'description': 'Fashion Brand'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596715024385', 'name': 'Apparel/Accessories'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040780782', 'name': 'Forever 21'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847872720331079681', 'name': 'Design', 'description': 'Design'}}]","{'mentions': [{'start': 37, 'end': 44, 'username': 'Roblox', 'id': '16745055'}, {'start': 171, 'end': 181, 'username': 'Forever21', 'id': '28384755'}], 'annotations': [{'start': 185, 'end': 190, 'probability': 0.4901, 'type': 'Product', 'normalized_text': 'Roblox'}], 'urls': [{'start': 211, 'end': 234, 'url': 'https://t.co/XyFdDrLICd', 'expanded_url': 'https://tinyurl.com/DesignContestVBG', 'display_url': 'tinyurl.com/DesignContestV…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1515045834018234374/3WGQR7Ks?format=png&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1515045834018234374/3WGQR7Ks?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'VBG F21 DESIGN CONTEST 2022 Official Rules (“Official Rules”)', 'description': 'GIFT CARD GIVEAWAY 2022 Official Rules (“Official Rules”). NO PURCHASE NECESSARY TO ENTER OR WIN THIS GIVEAWAY. A PURCHASE BEYOND THAT OR PAYMENT OF ANY KIND WILL NOT INCREASE YOUR CHANCES OF WINNING. THIS GIVEAWAY IS IN NO WAY SPONSORED, ENDORSED OR ADMINISTERED BY, OR ASSOCIATED WITH ROBLOX, FA...', 'unwound_url': 'https://docs.google.com/document/d/1pfyxS-jvgALjaychqrd88wddtNi4_aoItas6fPAGnkQ/edit?usp=sharing'}, {'start': 235, 'end': 258, 'url': 'https://t.co/sm6BQp3mQG', 'expanded_url': 'https://twitter.com/vbg_studios/status/1515045788434501632/photo/1', 'display_url': 'pic.twitter.com/sm6BQp3mQG', 'media_key': '3_1515044940686012429'}], 'hashtags': [{'start': 71, 'end': 86, 'tag': 'FOREVERFASHION'}]}",{'media_keys': ['3_1515044940686012429']},False,,everyone,Twitter Web App
1514838191991361544,1470442246294155267,no way this is how kim kardashian called kanye about the sextape on roblox LMAOOO https://t.co/tixxFRzmLC,2022-04-15 05:29:03+00:00,,27353,3618,300154,12819,en,1514838191991361544,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806561823407239169', 'name': 'Kanye West', 'description': 'Kanye West'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806570121959383040', 'name': 'Kim Kardashian', 'description': 'Kim Kardashian'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '806561823407239169', 'name': 'Kanye West', 'description': 'Kanye West'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '806570121959383040', 'name': 'Kim Kardashian', 'description': 'Kim Kardashian'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'annotations': [{'start': 19, 'end': 32, 'probability': 0.9784, 'type': 'Person', 'normalized_text': 'kim kardashian'}, {'start': 41, 'end': 45, 'probability': 0.9975, 'type': 'Person', 'normalized_text': 'kanye'}], 'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/tixxFRzmLC', 'expanded_url': 'https://twitter.com/ayedocc/status/1514838191991361544/video/1', 'display_url': 'pic.twitter.com/tixxFRzmLC', 'media_key': '7_1514838163092652034'}]}",{'media_keys': ['7_1514838163092652034']},False,,everyone,Twitter for iPhone
1515035390624813057,3318192995,@KeedSpeed @sonic_hedgehog @Roblox i thought we were sick of the familiar aesthetics being reused 💀,2022-04-15 18:32:39+00:00,,0,2,9,0,en,1515011598812794883,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '993952643209773057', 'name': 'Sonic the Hedgehog', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t\n\nNOTE: Stopped annotating in the Video Game domain (71) on 11/15/19. Moving forward, this entity will annotate to Multimedia Franchise domain (130) only.'}}]","{'mentions': [{'start': 0, 'end': 10, 'username': 'KeedSpeed', 'id': '1391861585996570627'}, {'start': 11, 'end': 26, 'username': 'sonic_hedgehog', 'id': '19609162'}, {'start': 27, 'end': 34, 'username': 'Roblox', 'id': '16745055'}]}",,False,,everyone,Twitter for iPhone
1515074703614005248,4435225823,"How many eggs have you found around the map?
#MiraculousMetaverse #ZagUniverse #ZagHeroez #RobloxMiraculousLadybug

https://t.co/KnBRnGBz9z https://t.co/SxbFBlPY3s",2022-04-15 21:08:52+00:00,,11,24,88,0,en,1515074703614005248,[],"{'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/KnBRnGBz9z', 'expanded_url': 'https://www.roblox.com/games/6377740507/Easter-Miraculous-RP-Ladybug-Cat-Noir', 'display_url': 'roblox.com/games/63777405…'}, {'start': 140, 'end': 163, 'url': 'https://t.co/SxbFBlPY3s', 'expanded_url': 'https://twitter.com/ToyaPlayStudio/status/1515074703614005248/photo/1', 'display_url': 'pic.twitter.com/SxbFBlPY3s', 'media_key': '3_1515074699457409027'}], 'hashtags': [{'start': 45, 'end': 65, 'tag': 'MiraculousMetaverse'}, {'start': 66, 'end': 78, 'tag': 'ZagUniverse'}, {'start': 79, 'end': 89, 'tag': 'ZagHeroez'}, {'start': 90, 'end': 114, 'tag': 'RobloxMiraculousLadybug'}]}",{'media_keys': ['3_1515074699457409027']},False,,everyone,Twitter for iPhone
1515071181388398596,1515070326534725638,@Parlo_ROBLOX BRO DONT U SUPPORT PEDOS??? AND WHY DID YOU SEXUALIZE MINORS IN UR DISCORD SERVER AND WHY DID U PROTECT UR ADMINS WHO MADE CP AND LOLIPORN???,2022-04-15 20:54:52+00:00,,0,5,3,0,en,1515064113625546761,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1168499224297656321', 'name': 'Discord'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1196446161223028736', 'name': 'Social media'}}]","{'mentions': [{'start': 0, 'end': 13, 'username': 'Parlo_ROBLOX', 'id': '1310688804441817088'}]}",,False,,everyone,Twitter Web App
1515074863551201291,1492646347568291842,@WJohn___ Good afternoon! Do you mean signals? ^NYCTFreeDrives,2022-04-15 21:09:30+00:00,,0,1,0,0,en,1514200010472185862,[],"{'mentions': [{'start': 0, 'end': 9, 'username': 'WJohn___', 'id': '1434430765669003266'}]}",,False,,everyone,Twitter for iPhone
1515072732760838150,18927441,Roblox is getting an official Sonic the Hedgehog game backed by Sega called Sonic Speed Simulator. It's available for purchase now but will go free-to-play this weekend on April 16. https://t.co/O94E88GwJD https://t.co/ttaFiw2JHy,2022-04-15 21:01:02+00:00,,117,20,1206,11,en,1515072732760838150,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1106638172182597632', 'name': 'IGN'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '78', 'name': 'Video Game Publisher', 'description': ""A Video Game Publisher like 'Activision'""}, 'entity': {'id': '943877135894056966', 'name': 'Sega', 'description': 'Sega'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '993952643209773057', 'name': 'Sonic the Hedgehog', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t\n\nNOTE: Stopped annotating in the Video Game domain (71) on 11/15/19. Moving forward, this entity will annotate to Multimedia Franchise domain (130) only.'}}]","{'annotations': [{'start': 0, 'end': 5, 'probability': 0.3888, 'type': 'Product', 'normalized_text': 'Roblox'}, {'start': 30, 'end': 47, 'probability': 0.5339, 'type': 'Product', 'normalized_text': 'Sonic the Hedgehog'}, {'start': 64, 'end': 67, 'probability': 0.6509, 'type': 'Organization', 'normalized_text': 'Sega'}, {'start': 76, 'end': 96, 'probability': 0.6343, 'type': 'Product', 'normalized_text': 'Sonic Speed Simulator'}], 'urls': [{'start': 182, 'end': 205, 'url': 'https://t.co/O94E88GwJD', 'expanded_url': 'https://bit.ly/3LZeY4O', 'display_url': 'bit.ly/3LZeY4O', 'images': [{'url': 'https://pbs.twimg.com/news_img/1514680907591925784/CQ0rGIZ8?format=png&name=orig', 'width': 768, 'height': 432}, {'url': 'https://pbs.twimg.com/news_img/1514680907591925784/CQ0rGIZ8?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Sonic the Hedgehog Is Getting an Official New Game Inside Roblox - IGN', 'description': 'Sonic Speed Simulator is an official Sonic the Hedgehog game being backed by Sega and it is coming to Roblox platforms.', 'unwound_url': 'https://www.ign.com/articles/sonic-speed-simulator-roblox'}, {'start': 206, 'end': 229, 'url': 'https://t.co/ttaFiw2JHy', 'expanded_url': 'https://twitter.com/IGN/status/1515072732760838150/photo/1', 'display_url': 'pic.twitter.com/ttaFiw2JHy', 'media_key': '3_1515072725005615109'}]}",{'media_keys': ['3_1515072725005615109']},False,,everyone,Sprout Social
1515000987752099844,1246502061019029504,"The gaming community has been amazing to me so I would like to give back 🙏👇

🚨🎮 GIVEAWAY!!🎮🚨
🤩$10 Robux Card🤩

To Enter:
1. Like 
2. Retweet 
3. Follow @MoSt3phGaming

Winner will be announced May 1st! Good luck! @Roblox #Roblox #Robux https://t.co/W3GIuirI9p",2022-04-15 16:15:57+00:00,,230,144,269,3,en,1515000987752099844,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 152, 'end': 166, 'username': 'MoSt3phGaming', 'id': '1246502061019029504'}, {'start': 213, 'end': 220, 'username': 'Roblox', 'id': '16745055'}], 'urls': [{'start': 236, 'end': 259, 'url': 'https://t.co/W3GIuirI9p', 'expanded_url': 'https://twitter.com/MoSt3phGaming/status/1515000987752099844/photo/1', 'display_url': 'pic.twitter.com/W3GIuirI9p', 'media_key': '3_1515000985004904452'}], 'hashtags': [{'start': 221, 'end': 228, 'tag': 'Roblox'}, {'start': 229, 'end': 235, 'tag': 'Robux'}]}",{'media_keys': ['3_1515000985004904452']},False,,everyone,Twitter for Android
