media_key,media_type,alt_text,duration_ms
3_1514034466129338374,photo,,
3_1514034420063289345,photo,,
3_1514034386978885633,photo,,
3_1513929669208330240,photo,,
16_1514034345895514113,animated_gif,,
3_1514034302669017088,photo,,
3_1514033985092956162,photo,,
3_1514034254640029705,photo,,
3_1514034191457034241,photo,,
3_1514034058367406081,photo,,
3_1514033985919332356,photo,,
3_1514033985919361028,photo,,
3_1514033965925306369,photo,,
3_1514033665491161093,photo,,
3_1514033616417792000,photo,,
3_1514033839546449927,photo,,
3_1514033836610535429,photo,,
3_1514033826229456896,photo,,
3_1514033826242056196,photo,,
3_1514033512772481029,photo,,
3_1514033577272524804,photo,,
3_1514033546100457479,photo,,
3_1514033524638105601,photo,,
