media_key,media_type,alt_text,duration_ms
3_1522741399480897536,photo,,
3_1522741315863482368,photo,,
3_1522741283047067649,photo,,
3_1522740888023224322,photo,,
3_1522740805315829761,photo,,
3_1522739420817989632,photo,,
3_1522739438610173954,photo,,
3_1522740671861379074,photo,,
3_1522740567104540674,photo,,
3_1522740559357833216,photo,,
3_1522740533441048577,photo,,
3_1522740489870581761,photo,,
7_1522740070410711040,video,,59999.0
3_1522740208101474306,photo,,
3_1522740215839961091,photo,,
3_1522740168284905472,photo,,
3_1522740110189490176,photo,,
3_1522739937195536384,photo,,
7_1522739878387412993,video,,6400.0
3_1522739914105839618,photo,,
3_1522739772879519746,photo,,
