tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1520456286462222336,1495858417373745162,is roblox down😦 https://t.co/TrqHHveWyX,2022-04-30 17:33:22+00:00,,0,0,0,0,en,1520456286462222336,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 16, 'end': 39, 'url': 'https://t.co/TrqHHveWyX', 'expanded_url': 'https://twitter.com/critiallean/status/1520456286462222336/photo/1', 'display_url': 'pic.twitter.com/TrqHHveWyX', 'media_key': '3_1520456283459043334'}]}",{'media_keys': ['3_1520456283459043334']},False,,everyone,Twitter for Android
1520456281173155842,354008445,@Roblox_RTC_BR Melhor evento de todos os tempos ♥️,2022-04-30 17:33:20+00:00,,0,0,1,0,pt,1520455304588271618,[],"{'mentions': [{'start': 0, 'end': 14, 'username': 'Roblox_RTC_BR', 'id': '1417587809502826500'}]}",,False,,everyone,Twitter for Android
1520456278006550528,2786648607,my Roblox character: https://t.co/bVtTZ1dDTK,2022-04-30 17:33:20+00:00,,0,0,1,0,en,1520456278006550528,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'annotations': [{'start': 3, 'end': 8, 'probability': 0.4865, 'type': 'Product', 'normalized_text': 'Roblox'}], 'urls': [{'start': 21, 'end': 44, 'url': 'https://t.co/bVtTZ1dDTK', 'expanded_url': 'https://twitter.com/chaoswintour/status/1520242875258531841', 'display_url': 'twitter.com/chaoswintour/s…'}]}",,False,,everyone,Twitter for iPhone
1520456240278745092,1520454828035563522,@Roblox @bretmanrock @lizzo @whoisgayle @MeganPlays Roblox my account password won’t work daniel512712 I need to spend more robux on pet simulator x it’s been like 27 days already https://t.co/LWjib1Wxw1,2022-04-30 17:33:11+00:00,,0,0,0,0,en,1520432900851838978,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1117789006916243456', 'name': 'Lizzo', 'description': 'American rapper'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1141044727136940032', 'name': 'Bretman Rock', 'description': 'Bretman Rock'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1117789006916243456', 'name': 'Lizzo', 'description': 'American rapper'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '120', 'name': 'Digital Creator', 'description': 'Influencers who create content on digital platforms'}, 'entity': {'id': '1141044727136940032', 'name': 'Bretman Rock', 'description': 'Bretman Rock'}}]","{'mentions': [{'start': 0, 'end': 7, 'username': 'Roblox', 'id': '16745055'}, {'start': 8, 'end': 20, 'username': 'bretmanrock', 'id': '291547392'}, {'start': 21, 'end': 27, 'username': 'lizzo', 'id': '323417384'}, {'start': 28, 'end': 39, 'username': 'whoisgayle', 'id': '1098295826424713216'}, {'start': 40, 'end': 51, 'username': 'MeganPlays', 'id': '2586443965'}], 'urls': [{'start': 180, 'end': 203, 'url': 'https://t.co/LWjib1Wxw1', 'expanded_url': 'https://twitter.com/Daniel5129h/status/1520456240278745092/photo/1', 'display_url': 'pic.twitter.com/LWjib1Wxw1', 'media_key': '16_1520456234771566592'}]}",{'media_keys': ['16_1520456234771566592']},False,,everyone,Twitter for iPhone
1520456206422360065,1520455650370805762,@PRC_Roblox LETS GOOOO,2022-04-30 17:33:02+00:00,,0,0,0,0,en,1519817260407439360,[],"{'mentions': [{'start': 0, 'end': 11, 'username': 'PRC_Roblox', 'id': '1071938981389045765'}]}",,False,,everyone,Twitter Web App
1520456174025555968,1029857161193697280,@Roblox_RTC_BR Achei curtíssimo.,2022-04-30 17:32:55+00:00,,0,0,1,0,pt,1520455304588271618,[],"{'mentions': [{'start': 0, 'end': 14, 'username': 'Roblox_RTC_BR', 'id': '1417587809502826500'}]}",,False,,everyone,Twitter for Android
1520456170867109888,1297674590358036480,ROBLOX PLAYER NUTHEAD,2022-04-30 17:32:54+00:00,,0,0,0,0,en,1520456170867109888,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]",,,False,,everyone,"Cheap Bots, Done Quick!"
1520456167989854211,1317216334489464837,"@paradoxum_games are you proud of me 

#Roblox https://t.co/kjJe7xK6qb",2022-04-30 17:32:53+00:00,,0,2,1,1,en,1520456167989854211,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 16, 'username': 'paradoxum_games', 'id': '975065975073714176'}], 'hashtags': [{'start': 39, 'end': 46, 'tag': 'Roblox'}], 'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/kjJe7xK6qb', 'expanded_url': 'https://twitter.com/RaphaelRblx/status/1520456167989854211/photo/1', 'display_url': 'pic.twitter.com/kjJe7xK6qb', 'media_key': '3_1520456115569500162'}]}",{'media_keys': ['3_1520456115569500162']},False,,everyone,Twitter Web App
1520456136184451072,1520446763508895745,"Come hang out with me !

Ign: kiyomikohai ~

#starvingartistsRBX #StarvingArtist #roblox #robloxgames https://t.co/1FDcYfgw03",2022-04-30 17:32:46+00:00,,0,1,3,0,en,1520456136184451072,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1106638172182597632', 'name': 'IGN'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'hashtags': [{'start': 45, 'end': 64, 'tag': 'starvingartistsRBX'}, {'start': 65, 'end': 80, 'tag': 'StarvingArtist'}, {'start': 81, 'end': 88, 'tag': 'roblox'}, {'start': 89, 'end': 101, 'tag': 'robloxgames'}], 'annotations': [{'start': 23, 'end': 27, 'probability': 0.3384, 'type': 'Product', 'normalized_text': 'Ign'}], 'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/1FDcYfgw03', 'expanded_url': 'https://twitter.com/kiyomikohai_RBX/status/1520456136184451072/photo/1', 'display_url': 'pic.twitter.com/1FDcYfgw03', 'media_key': '3_1520456133953134594'}]}",{'media_keys': ['3_1520456133953134594']},False,,everyone,Twitter for Android
1520456122028675073,1457330486968295432,"33 more entries!! 
#adoptmepetsgiveaway #adoptmerobloxpets #giveaway #Roblox #adoptmeroblox #AdoptMe https://t.co/ElZfT3yVJt",2022-04-30 17:32:42+00:00,,0,0,1,0,en,1520456122028675073,"[{'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '806571747730341888', 'name': 'Rock', 'description': 'Rock'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '849684649840214020', 'name': 'Heavy metal', 'description': 'Metal'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1229416301245763584', 'name': 'Adopt Me'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '853980498816679937', 'name': 'Dogs', 'description': 'Dogs'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '854057112204328960', 'name': 'Cavalier King Charles Spaniels', 'description': 'Cavalier King Charles Spaniels'}}]","{'hashtags': [{'start': 19, 'end': 39, 'tag': 'adoptmepetsgiveaway'}, {'start': 40, 'end': 58, 'tag': 'adoptmerobloxpets'}, {'start': 59, 'end': 68, 'tag': 'giveaway'}, {'start': 69, 'end': 76, 'tag': 'Roblox'}, {'start': 77, 'end': 91, 'tag': 'adoptmeroblox'}, {'start': 92, 'end': 100, 'tag': 'AdoptMe'}], 'urls': [{'start': 101, 'end': 124, 'url': 'https://t.co/ElZfT3yVJt', 'expanded_url': 'https://twitter.com/RobloxAmPlayer/status/1520042271651082240', 'display_url': 'twitter.com/RobloxAmPlayer…'}]}",,False,,everyone,Twitter for Android
