media_key,media_type,alt_text,duration_ms
3_1516051389818245128,photo,,
3_1516051215431335939,photo,,
3_1516050987592695823,photo,,
3_1516050981121048582,photo,,
7_1516050731924529155,video,,8583.0
3_1516050667315642368,photo,,
3_1516050595815297026,photo,,
3_1516050595811110913,photo,,
3_1516050621807611908,photo,,
3_1516050573027540996,photo,,
3_1516050577863503878,photo,,
3_1516050546331123720,photo,,
3_1516050128498536457,photo,,
3_1516050363287314432,photo,,
3_1516050281296924672,photo,,
3_1516050094092652546,photo,,
7_1516049930590523396,video,,18733.0
3_1516049730958094341,photo,,
7_1516049179256176640,video,,57600.0
3_1516048966965940224,photo,,
3_1516048967779627012,photo,,
3_1516048941309177857,photo,,
