media_key,media_type,alt_text,duration_ms
3_1525598926950252544,photo,,
3_1525598827318636544,photo,,
3_1525598733819432968,photo,,
3_1525597905075195905,photo,,
3_1525598710859636736,photo,,
3_1525598430604705792,photo,,
3_1525598311117254656,photo,,
16_1525597817628073984,animated_gif,,
16_1525597588866596864,animated_gif,,
3_1525597625642532864,photo,,
3_1525597659620605952,photo,,
3_1525597409375850496,photo,,
3_1525597377809113089,photo,,
3_1525597377733636096,photo,,
3_1525597368028209153,photo,,
3_1525597312252317701,photo,,
3_1525597244598124549,photo,,
3_1525597178286247938,photo,,
3_1525597122824916993,photo,,
3_1525596996110888961,photo,,
3_1525596834424664064,photo,,
3_1525596834609102849,photo,,
