media_key,media_type,alt_text,duration_ms
3_1521802367414726656,photo,,
3_1521802211529203713,photo,,
16_1521802294521643008,animated_gif,,
3_1521802255418204160,photo,,
3_1521802190792556548,photo,,
3_1521802203597524993,photo,,
16_1521802176179417088,animated_gif,,
3_1521802182387171328,photo,,
3_1521802169913331713,photo,,
16_1521802153626537984,animated_gif,,
7_1521802064820867072,video,,7966.0
3_1521802031756943361,photo,,
