media_key,media_type,alt_text,duration_ms
16_1522456704210059264,animated_gif,,
3_1522456327611719680,photo,,
3_1522423745834409984,photo,,
3_1522455791554367488,photo,,
3_1522455856381501440,photo,,
16_1522455753994383360,animated_gif,,
3_1522455465531445251,photo,,
3_1522455401350189056,photo,,
3_1522454957886111744,photo,,
3_1522453690975932416,photo,,
3_1522454815200391170,photo,,
3_1522454815431098368,photo,,
3_1522454815905038336,photo,,
3_1522454816550952960,photo,,
3_1522453992525090816,photo,,
3_1522453876267307008,photo,,
3_1522453490760486912,photo,,
3_1522453312049623041,photo,,
3_1522453315451166720,photo,,
3_1522453318517542912,photo,,
3_1522453111691829248,photo,,
3_1522453111817654272,photo,,
3_1522452945035743233,photo,,
