media_key,media_type,alt_text,duration_ms
3_1527111938936672256,photo,,
3_1527111939033141248,photo,,
3_1527111939033182209,photo,,
3_1527111939066777600,photo,,
3_1527111778697871360,photo,,
3_1527111467513749504,photo,,
7_1527109732972040199,video,,9932.0
3_1527110702309052416,photo,,
7_1527110614136545282,video,,30000.0
3_1527110432363884545,photo,,
3_1527110397672701952,photo,,
3_1527110256177860608,photo,,
3_1527110051479035905,photo,,
3_1527109869723164673,photo,,
3_1527110079669243904,photo,,
