media_key,media_type,alt_text,duration_ms
3_1515967784911765506,photo,,
3_1515967278398861313,photo,,
3_1515967540916228097,photo,,
3_1515967182781382662,photo,,
3_1515966257408851978,photo,,
3_1515966773438287879,photo,,
3_1515966702458003459,photo,,
16_1515966484954198018,animated_gif,,
3_1515966219857580037,photo,,
3_1515965985525751812,photo,,
3_1515965952621531137,photo,,
3_1515965635704291328,photo,,
3_1515965260083073024,photo,,
3_1515965233310883844,photo,,
7_1515965013609041926,video,,15786.0
7_1515964893572251654,video,,16000.0
7_1515964879575957507,video,,15552.0
7_1515964804711788547,video,,16600.0
3_1515964804900573186,photo,,
7_1515964786508537862,video,,15200.0
7_1515964779210416130,video,,16066.0
7_1515964690895097856,video,,16100.0
7_1515964684918308868,video,,15766.0
