media_key,media_type,alt_text,duration_ms
3_1516768148120289284,photo,,
3_1516768129757716483,photo,,
3_1516768034056155136,photo,,
3_1516767993015017473,photo,,
3_1516767998543114240,photo,,
3_1516768004440211457,photo,,
3_1516766978031165440,photo,,
3_1516767046746488835,photo,,
3_1516767064425381892,photo,,
3_1516767084272828424,photo,,
3_1516767843534131201,photo,,
3_1516767509097369601,photo,,
3_1516767476079632391,photo,,
3_1516767476096319495,photo,,
3_1516767029256069124,photo,,
3_1516766947798843403,photo,,
3_1516766894069587969,photo,,
3_1516766656357453831,photo,,
3_1516766588178890754,photo,,
3_1516766553944985604,photo,,
3_1516766460265250816,photo,,
3_1516766464488914947,photo,,
3_1516766468381290496,photo,,
3_1516766368732901380,photo,,
16_1516766353742565376,animated_gif,,
3_1516765809192103937,photo,,
3_1516765739113336835,photo,,
3_1516765648554278915,photo,,
