media_key,media_type,alt_text,duration_ms
3_1516160693585813507,photo,,
3_1516161027255189514,photo,,
7_1516061989046530058,video,,19457.0
3_1516160397904003072,photo,,
3_1513518133423878153,photo,,
3_1516160242958024704,photo,,
3_1516159909624172545,photo,,
7_1516159724877713423,video,,64420.0
3_1516158599319506948,photo,,
3_1516159771749109760,photo,,
3_1516159892003991553,photo,,
7_1516159773196136448,video,,17000.0
3_1515195973710106624,photo,,
3_1516156881630339073,photo,,
3_1516159588990607376,photo,,
3_1516159589003239433,photo,,
3_1516159073443581964,photo,,
3_1516159348262637568,photo,,
3_1516159195568959489,photo,,
3_1516159203462713344,photo,,
3_1516159210945323012,photo,,
3_1516159219774369792,photo,,
3_1516159038353985543,photo,,
3_1516158873706676234,photo,,
3_1516158761924284419,photo,,
3_1516158946188447747,photo,,
