media_key,media_type,alt_text,duration_ms
3_1515507832711438337,photo,,
3_1515507819969224706,photo,,
3_1515507663127420930,photo,,
3_1515507696379777025,photo,,
7_1515507508911214593,video,,27749.0
3_1515507012116914180,photo,,
3_1515507001614340096,photo,,
7_1515506993548595203,video,,19870.0
3_1515506777370112004,photo,,
3_1515506795086757888,photo,,
3_1515506618670075907,photo,,
3_1515506324657872908,photo,,
3_1515506358291947530,photo,,
3_1515506208593043456,photo,,
3_1515506204788903937,photo,,
3_1515506052254830596,photo,,
3_1515506043429732353,photo,,
16_1515506036056248322,animated_gif,,
3_1515505938374938627,photo,,
3_1515505936944668676,photo,,
3_1515505863733264390,photo,,
3_1515505443757563906,photo,,
3_1515503077607936002,photo,,
