media_key,media_type,alt_text,duration_ms
3_1529184810929115137,photo,,
3_1529184810929102848,photo,,
3_1529184810924900352,photo,,
3_1529185006752518144,photo,,
3_1529184985864732673,photo,,
3_1529184975135789057,photo,,
7_1529184124400979969,video,,35221.0
3_1529184624051728384,photo,,
3_1529184554463793152,photo,,
3_1529182810111717376,photo,,
3_1529182816411459589,photo,,
3_1529184398071017472,photo,,
3_1529184253900165122,photo,,
16_1529184190369091585,animated_gif,,
3_1529183866736345088,photo,,
3_1529183152018755584,photo,,
3_1529183879231422465,photo,,
3_1529183561542250500,photo,,
16_1529183731956736000,animated_gif,,
3_1529183610485583876,photo,,
3_1529183517132849152,photo,,
3_1529183181420875778,photo,,
3_1529183350057058306,photo,,
3_1529183481116430340,photo,,
3_1529183445099982854,photo,,
3_1529183288904101891,photo,,
3_1529182946351095816,photo,,
3_1528625276422393857,photo,,
3_1529182880823447553,photo,,
