media_key,media_type,alt_text,duration_ms
3_1535995843831947264,photo,,
7_1535995726831886337,video,,12979.0
3_1535995593666924545,photo,,
3_1535995677049765889,photo,,
3_1535994498169331712,photo,Settings UI Frame,
3_1535995552734797835,photo,,
3_1535995501090377734,photo,,
3_1535995501082034176,photo,,
3_1535995501455212544,photo,,
3_1535995501451132930,photo,,
3_1535995486443806720,photo,,
3_1535995290662346752,photo,,
3_1535995149158866944,photo,,
3_1535995162089897984,photo,,
3_1535995175327121408,photo,,
3_1535995192175640577,photo,,
3_1535995006783082496,photo,,
3_1535994204052197378,photo,,
3_1535994923392147458,photo,,
3_1535994604713041920,photo,,
7_1535994670236549121,video,,6315.0
3_1535993132172472320,photo,,
3_1535994336785182720,photo,,
3_1535994535066718208,photo,,
3_1535994239959564288,photo,,
3_1535993737448460288,photo,,
3_1535994190718545922,photo,,
3_1535993571559346178,photo,,
3_1535993395919081472,photo,,
