media_key,media_type,alt_text,duration_ms
16_1540102369794355200,animated_gif,,
7_1540102107113689091,video,,11200.0
7_1540102270859223040,video,,14696.0
3_1540102070295863297,photo,,
7_1540102077229277185,video,,9266.0
3_1540101930864857089,photo,,
3_1540101848388243457,photo,,
3_1540101887260733440,photo,,
3_1540101431637823495,photo,,
3_1540100881114357762,photo,,
3_1540100343463153664,photo,,
3_1540101174870802432,photo,,
3_1540101333533003779,photo,,
16_1540101211172605953,animated_gif,,
7_1540101062291361792,video,,28559.0
3_1540100821685248002,photo,,
3_1540100821681152003,photo,,
3_1540100821504884739,photo,,
3_1540100782837612545,photo,,
3_1540100767524298756,photo,,
3_1540100630395731968,photo,,
3_1540100513122885632,photo,,
3_1540100475395219457,photo,,
3_1540100475399307264,photo,,
3_1540100475403620354,photo,,
