media_key,media_type,alt_text,duration_ms
16_1522702640362434560,animated_gif,,
3_1522702461311586307,photo,,
7_1522702349336256513,video,,45001.0
3_1522702382366609408,photo,,
3_1522702382370820097,photo,,
3_1522702382366597120,photo,,
3_1522702382366621696,photo,,
3_1522702207430373377,photo,,
3_1522702285675143170,photo,,
3_1522702036210495490,photo,,
3_1522702181450731521,photo,,
3_1522701390350811137,photo,,
3_1522701665266188289,photo,,
3_1522701491395563520,photo,,
3_1522699997489377281,photo,,
3_1522701337032601601,photo,,
3_1522701322994483200,photo,,
3_1522701224344268800,photo,,
3_1522700973419991040,photo,,
3_1522700841106345984,photo,,
3_1522700841131552768,photo,,
3_1522700750673039362,photo,,
7_1522700690547785729,video,,14836.0
3_1522699516482408449,photo,,
3_1522700602123378691,photo,,
3_1522700602127618049,photo,,
3_1522700602219900930,photo,,
