media_key,media_type,alt_text,duration_ms
3_1515311032108867588,photo,,
3_1515311032104722432,photo,,
3_1515311032108945409,photo,,
3_1515309917321715723,photo,,
3_1515307125815263238,photo,,
7_1515309977367310336,video,,140000.0
3_1515309883465347077,photo,,
3_1515309883465289733,photo,,
3_1515309883473735704,photo,,
3_1515309883469479950,photo,,
3_1515306382928527360,photo,,
3_1515309269281042435,photo,,
3_1515308585252655107,photo,,
3_1515309066804940806,photo,,
3_1515308778954100745,photo,,
3_1515308856397631490,photo,,
3_1515308822797053953,photo,,
3_1515308234491498501,photo,,
3_1515308235938570246,photo,,
7_1515308060872376329,video,,94491.0
3_1515307364378947584,photo,,
16_1515308000168353797,animated_gif,,
