media_key,media_type,alt_text,duration_ms
3_1537140540629737477,photo,,
3_1537140494614003712,photo,,
3_1537140260391493632,photo,,
3_1537139781750165504,photo,,
7_1537140124311379968,video,,6199.0
3_1537140111300669440,photo,,
3_1537140111304847360,photo,,
3_1537140001380528129,photo,,
3_1537140001380499461,photo,,
3_1537139842181627907,photo,,
3_1537139904873914370,photo,,
3_1537139842219487239,photo,,
7_1537139775169531904,video,,24120.0
3_1537139778524684289,photo,,
3_1537137061597151232,photo,,
3_1537138147066359810,photo,,
3_1537139753400864773,photo,,
3_1537139532356894721,photo,,
3_1537139526409256961,photo,,
3_1537139421111365633,photo,,
3_1537139206513999876,photo,,
3_1537139452371275776,photo,,
3_1537139339687170048,photo,,
3_1537139326185766913,photo,,
3_1537139300772495361,photo,,
3_1537139051257528320,photo,,
3_1537097475626082305,photo,,
3_1537138889894285317,photo,,
3_1537138889894264834,photo,,
3_1537138854427099136,photo,,
3_1537138698332033027,photo,,
16_1537138654510039041,animated_gif,,
3_1537138501946327040,photo,,
3_1537138283053998081,photo,,
16_1537138536083775490,animated_gif,,
7_1537138289714647041,video,,29095.0
