media_key,media_type,alt_text,duration_ms
3_1514088908237438977,photo,,
3_1514088917502689280,photo,,
3_1514088514563977221,photo,,
3_1514088458276458496,photo,,
3_1514088314491441152,photo,,
3_1514088314499784704,photo,,
3_1514088314508242946,photo,,
3_1514088314495651842,photo,,
3_1514088148321677315,photo,,
3_1514088009611759618,photo,,
3_1514087885183541248,photo,,
16_1514087647647469574,animated_gif,,
3_1514087639242010626,photo,,
7_1514087396735864847,video,,15168.0
3_1514087318587539457,photo,,
3_1514087321993297920,photo,,
16_1514086783654408195,animated_gif,,
3_1514086762385186819,photo,,
3_1514086752322949121,photo,,
3_1514086756454346752,photo,,
3_1514086539910782976,photo,,
7_1514086502619398152,video,,19036.0
3_1514086416636350465,photo,,
3_1514085765663399936,photo,,
