media_key,media_type,alt_text,duration_ms
3_1521804143865868289,photo,,
3_1521804473244725248,photo,,
3_1521804471679868930,photo,,
16_1521804456865800193,animated_gif,,
3_1521804314615898112,photo,,
3_1521804444966715392,photo,,
3_1521804447789117443,photo,,
3_1521804433050513408,photo,,
3_1521804013594943489,photo,Damn Roblox servers so broke rn you can't even access the website. gaw damn.,
3_1521804377052545024,photo,,
16_1521804356101844994,animated_gif,,
3_1521804356794056704,photo,,
3_1521804326670602240,photo,,
3_1521803913778716672,photo,,
3_1521804326053679104,photo,,
3_1521804341006548998,photo,,
3_1521804095820288000,photo,,
3_1521804302880182273,photo,,
3_1521804302406324224,photo,,
3_1521804280604368896,photo,,
3_1521804285968846848,photo,,
