media_key,media_type,alt_text,duration_ms
3_1514314918157340674,photo,,
3_1514314586392047618,photo,,
3_1514314421845348358,photo,,
3_1514314293260529666,photo,,
3_1514314293113769996,photo,,
3_1514314155238428677,photo,,
16_1514314105661931522,animated_gif,,
3_1514314038595006479,photo,,
3_1514314014976847873,photo,,
3_1514313851868700673,photo,,
3_1514313851860365312,photo,,
7_1514313633857212417,video,,8511.0
7_1514312599642546177,video,,20150.0
3_1514313167161249792,photo,,
