media_key,media_type,alt_text,duration_ms
3_1514974544855187457,photo,,
3_1514974120865591300,photo,,
3_1514974033342877713,photo,,
16_1514973993366966289,animated_gif,,
3_1514973999541157888,photo,,
3_1514973781915324421,photo,,
3_1514973787418394628,photo,,
3_1514973794032840710,photo,,
3_1514973799095091202,photo,,
3_1514973772511870979,photo,,
3_1514973740311982089,photo,,
3_1514973483125862402,photo,,
7_1514783407896621058,video,,18552.0
3_1514973243106816006,photo,,
3_1514973214534946819,photo,,
3_1514973212186415106,photo,,
7_1514972947160707073,video,,16056.0
3_1514972590963818497,photo,,
3_1514972664061906945,photo,,
3_1514972706076508163,photo,,
7_1514972869465612288,video,,62066.0
3_1514972847386542081,photo,,
