media_key,media_type,alt_text,duration_ms
3_1518546632941654016,photo,,
3_1518546738268848128,photo,,
16_1518546690457882624,animated_gif,,
3_1518546633037864962,photo,,
3_1518546216577032193,photo,,
3_1518546400039956480,photo,,
3_1518546104304148480,photo,,
3_1518546023266004992,photo,,
3_1518525947921715202,photo,,
3_1518544349633515520,photo,,
3_1518544739393425409,photo,,
3_1518545241258610688,photo,,
