media_key,media_type,alt_text,duration_ms
3_1532726352599818243,photo,,
16_1532726304533012481,animated_gif,,
3_1532726236555857921,photo,,
3_1532726211356540928,photo,,
3_1532725508534050816,photo,,
7_1532725782715432960,video,,7138.0
3_1532725688587141120,photo,,
3_1532724850086793218,photo,,
3_1532725640012636161,photo,,
3_1532725392066609152,photo,Craven,
3_1532725363822166016,photo,Nyx,
3_1532725204518334465,photo,,
3_1532725205621407744,photo,,
3_1532725398475268098,photo,,
3_1532725136599797762,photo,,
16_1532725237753970688,animated_gif,,
7_1532724911818539009,video,,87637.0
3_1532724841421635585,photo,,
3_1532724841241264128,photo,,
3_1532724841266421760,photo,,
3_1532724841253863424,photo,,
3_1532724942239850496,photo,,
3_1532724831170482182,photo,,
3_1532724711310131201,photo,,
3_1532724711104585729,photo,,
3_1510615529530167296,photo,,
3_1532724448826118144,photo,,
3_1532724460285042688,photo,,
3_1532724760630931456,photo,,
3_1529825926791344128,photo,,
3_1532724363379609600,photo,,
3_1532724309638225920,photo,,
