media_key,media_type,alt_text,duration_ms
3_1518820528735326208,photo,,
3_1518820111515328512,photo,,
3_1518820120860184576,photo,,
3_1518820421973549058,photo,,
3_1518820309696237568,photo,,
3_1518819869969555456,photo,,
3_1518819117234499586,photo,,
3_1518819140957446145,photo,,
3_1518818191354511360,photo,,
3_1518818194009513990,photo,,
3_1518816449703256064,photo,,
3_1518816524789714944,photo,,
3_1518817312328929280,photo,,
3_1518817515492630528,photo,,
3_1518818066590691328,photo,,
3_1518817037807669248,photo,,
3_1518817684527681536,photo,,
3_1518817657054711811,photo,,
3_1518817602608701440,photo,,
7_1518817283761614848,video,,10130.0
3_1518817332943986689,photo,,
3_1518817165104848896,photo,,
3_1515391687555784706,photo,,
