media_key,media_type,alt_text,duration_ms
3_1536979226636587009,photo,,
3_1536979175877509120,photo,,
3_1536979033417981953,photo,,
3_1536978993932824576,photo,,
3_1536977838397460480,photo,,
3_1536977838397456384,photo,,
3_1536978626725711872,photo,,
3_1536978583100436480,photo,,
3_1536978586959085568,photo,,
3_1536978349301673984,photo,,
3_1536976357850337281,photo,,
3_1536977138930200576,photo,,
3_1536976540482818049,photo,,
3_1536976450540249089,photo,,
3_1536976248844722176,photo,,
3_1536976056166813696,photo,,
