media_key,media_type,alt_text,duration_ms
3_1523792916203847683,photo,,
3_1523792917491601408,photo,,
3_1523792917621530625,photo,,
3_1523792931571830784,photo,,
7_1523792645260288003,video,,23273.0
3_1523792819780997124,photo,,
3_1523792819617513473,photo,,
3_1523792830736576513,photo,,
3_1523792830745001984,photo,,
3_1523792843067858946,photo,,
3_1523792684762107904,photo,,
3_1523792698997678080,photo,,
3_1523792629762252800,photo,,
7_1523792287477600256,video,,7337.0
7_1523792012696301570,video,,22591.0
3_1523792070481174529,photo,,
3_1523791950947651586,photo,,
3_1523791834471931905,photo,,
3_1523790706086584320,photo,,
3_1523791600295374848,photo,,
3_1523791529407488000,photo,,
3_1523790793978392577,photo,,
7_1523790731067994112,video,,44975.0
3_1523790745932648450,photo,,
3_1523790680149086208,photo,,
