media_key,media_type,alt_text,duration_ms
3_1536799577155817472,photo,,
3_1536799517474967553,photo,,
3_1536799448487141377,photo,,
3_1536799472600113154,photo,,
3_1534221476492103680,photo,,
3_1536799303196622848,photo,,
3_1536799260699725826,photo,,
3_1536798922978500609,photo,,
3_1536799026439409667,photo,,
3_1536798787984818180,photo,,
3_1536798790254006272,photo,,
3_1536798753058873344,photo,,
3_1536798315467005952,photo,,
3_1536798315454423040,photo,,
3_1536798315450224640,photo,,
3_1536798588264714241,photo,,
3_1536798622783680512,photo,,
3_1536798622796328960,photo,,
3_1536798343397097473,photo,,
3_1536797935723233285,photo,,
7_1536797068626231296,video,,5705.0
3_1536797647322898433,photo,,
3_1536797161727352832,photo,,
3_1536797520692748288,photo,,
16_1536797436068372483,animated_gif,,
7_1536797385539608577,video,,20270.0
3_1536797265943207936,photo,,
