media_key,media_type,alt_text,duration_ms
3_1521306603148169222,photo,,
3_1521305921909010432,photo,,
3_1521306228328083456,photo,,
3_1521305923741958144,photo,,
3_1521305949411188737,photo,,
3_1521306046224027648,photo,,
3_1521305843035439106,photo,,
16_1521305794481774592,animated_gif,,
3_1521305561031393280,photo,,
3_1521305438528360448,photo,,
3_1521305448473051137,photo,,
3_1521305457146867712,photo,,
3_1521305466823147520,photo,,
3_1521304348923514882,photo,,
3_1521304398202343425,photo,,
3_1521305270344953856,photo,,
3_1521305223792234497,photo,,
7_1521305060889747456,video,,12600.0
3_1521305116317556736,photo,,
3_1521305109451395074,photo,,
3_1521305051632914432,photo,,
3_1521304884016214016,photo,,
7_1521304669376589824,video,,8596.0
3_1521304518012674055,photo,,
3_1521304518209806337,photo,,
3_1521304654222483457,photo,,
7_1521304518784344064,video,,15766.0
3_1521304401910153217,photo,,
3_1521304230824456193,photo,,
3_1521304230845423617,photo,,
3_1521304230862200833,photo,,
3_1521304150922903558,photo,,
3_1521304177728757760,photo,,
3_1521304207722225664,photo,,
3_1521304131125714944,photo,,
3_1521304131683594240,photo,,
3_1521304079045169158,photo,,
3_1521304081834426371,photo,,
3_1521304084728406023,photo,,
3_1521303769513873413,photo,,
