media_key,media_type,alt_text,duration_ms
3_1538375137677942784,photo,,
3_1538534250919563265,photo,,
3_1538534079561342976,photo,,
3_1538534100939726848,photo,,
3_1538534097420750850,photo,,
3_1538533875432927232,photo,,
3_1538533888414326784,photo,,
3_1538533890381467649,photo,,
7_1538533650261762051,video,,17866.0
3_1538533711846711296,photo,,
3_1538533706352164867,photo,,
3_1538533706335457286,photo,,
3_1538533407067721735,photo,,
3_1538533402785087488,photo,,
3_1538531923202646016,photo,,
3_1538531942509035521,photo,,
3_1538532501903261696,photo,,
3_1538533250804613124,photo,,
3_1538533072358244352,photo,,
3_1538532731411386369,photo,,
3_1538532768744890370,photo,,
3_1538532769088823297,photo,,
7_1538532007180918785,video,,83250.0
3_1538532435104784386,photo,,
3_1538532446991486977,photo,,
