media_key,media_type,alt_text,duration_ms
16_1527313310945021952,animated_gif,,
3_1527313072821481472,photo,,
3_1527312836845678592,photo,,
3_1527311735195316224,photo,,
3_1527312267444129800,photo,,
16_1527312159889235968,animated_gif,,
16_1527312168441757696,animated_gif,,
3_1527311660729638912,photo,,
3_1527311737132765188,photo,,
3_1527311709169680384,photo,,
