media_key,media_type,alt_text,duration_ms
3_1525880049928396801,photo,,
3_1525879560104976384,photo,,
3_1525879640790794240,photo,,
3_1525879991921164290,photo,,
3_1525879441611702274,photo,,
3_1525879848085991424,photo,,
3_1525879874006687753,photo,,
3_1525879781144895489,photo,,
3_1525879626438004736,photo,,
3_1525878650620477442,photo,,
3_1525879331494449153,photo,,
3_1525878910822629377,photo,,
3_1525879094373666816,photo,,
3_1525878896041803779,photo,,
3_1525879012018401280,photo,,
3_1525878995375505410,photo,,
3_1525875469278711808,photo,,
3_1525878952249671683,photo,,
7_1525878889406668800,video,,4500.0
3_1525878658568790016,photo,,
3_1525878505870852096,photo,,
3_1525878573772455936,photo,,
3_1525878655871770625,photo,,
3_1525878788353040387,photo,,
3_1525878835371286528,photo,,
3_1525878451277897732,photo,,
3_1525878514829893632,photo,,
3_1525878514930565120,photo,,
3_1525878515383603209,photo,,
3_1525878515299647489,photo,,
3_1525878619029094403,photo,,
3_1525878620044111872,photo,,
3_1525878503068995585,photo,,
3_1525878305580359681,photo,,
3_1525878159547179008,photo,,
3_1525877482649436165,photo,,
3_1525878132359700483,photo,,
