media_key,media_type,alt_text,duration_ms
3_1537246513319002114,photo,,
3_1537246207277416455,photo,,
3_1537246002326884353,photo,,
3_1537245637640609793,photo,,
3_1537245648881319936,photo,,
3_1537245633870012416,photo,,
3_1537245110534021120,photo,,
3_1537244549059424256,photo,,
7_1537244827850620928,video,,6150.0
7_1537244634832830464,video,,15200.0
3_1537244508202704897,photo,,
