media_key,media_type,alt_text,duration_ms
3_1529632043457388544,photo,,
3_1529630070863712256,photo,,
3_1529631848158175232,photo,,
3_1529631481047355392,photo,,
3_1529631512978632706,photo,,
3_1529631542028382209,photo,,
3_1529631577730211841,photo,,
3_1529631492292239360,photo,,
3_1529631492292259840,photo,,
3_1529631514983399424,photo,,
3_1529631515155451904,photo,,
16_1529631509627318273,animated_gif,,
3_1529631477167583232,photo,,
3_1529631475888312320,photo,,
3_1529631352244535299,photo,,
16_1529631230781624320,animated_gif,,
3_1529630374728450048,photo,,
3_1529630220407525376,photo,,
3_1529630226757591040,photo,,
16_1529629869998489602,animated_gif,,
3_1529629344616034304,photo,,
3_1529629344620224512,photo,,
3_1529629223631179778,photo,,
3_1529629223136202752,photo,,
3_1529629227082981379,photo,,
