tweetid,author_id,text,created_at,geo,retweets,replies,likes,quote_count,lang,conversation_id,context_annotations,entities,attachments,possibly_sensitive,withheld,reply_settings,source
1535738124629942272,1288531503618707456,@pukumoriro @Dailyamypic https://t.co/OsMRT01qId,2022-06-11 21:37:56+00:00,,0,0,9,0,qme,1535737152956514304,[],"{'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/OsMRT01qId', 'expanded_url': 'https://www.roblox.com/games/9049840490/BEACH-PARTY-Sonic-Speed-Simulator', 'display_url': 'roblox.com/games/90498404…'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'pukumoriro', 'id': '1424710739156258825'}, {'start': 12, 'end': 24, 'username': 'Dailyamypic', 'id': '1387420586343862272'}]}",,False,,everyone,Twitter Web App
1535738106560798727,1502964781937999872,"@HonzaOpava @Mustang_Roblox @Foxzie_RBLX I wish it would be soon that each car had an internal view with which I would like to like mercez one konegg absolute, konegg jesco, agorro ae, langhini aventor srj, buckati boldie, ssk todara,and nezzan s15 pro for drifters",2022-06-11 21:37:51+00:00,,0,0,0,0,en,1535578723184955392,[],"{'mentions': [{'start': 0, 'end': 11, 'username': 'HonzaOpava', 'id': '1511770710057836554'}, {'start': 12, 'end': 27, 'username': 'Mustang_Roblox', 'id': '1504827702825598991'}, {'start': 28, 'end': 40, 'username': 'Foxzie_RBLX', 'id': '973655291811201024'}]}",,False,,everyone,Twitter for Android
1535738075271221248,1533275907544129537,"https://t.co/7QO5r27pY3

https://t.co/nd4iaNUJji",2022-06-11 21:37:44+00:00,,0,0,0,0,zxx,1535738075271221248,[],"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7QO5r27pY3', 'expanded_url': 'https://ro.blox.com/Ebh5?pid=share&is_retargeting=true&af_dp=roblox%3A%2F%2Fnavigation%2Fgame_details%3FgameId%3D1489026993&af_web_dp=https%3A%2F%2Fwww.roblox.com%2Fgames%2F4580204640', 'display_url': 'ro.blox.com/Ebh5?pid=share…'}, {'start': 25, 'end': 48, 'url': 'https://t.co/nd4iaNUJji', 'expanded_url': 'https://web.roblox.com/users/3530993012/profile', 'display_url': 'web.roblox.com/users/35309930…'}]}",,False,,everyone,Twitter for Android
1535737988281409536,1322247450623696898,"New YouTube video: How to get TRADE SAIL SPOILER | Roblox Jailbreak
https://t.co/pOX4GnNCG2",2022-06-11 21:37:23+00:00,,0,0,1,0,en,1535737988281409536,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/pOX4GnNCG2', 'expanded_url': 'https://www.youtube.com/watch?v=ENG9kXz3gOs', 'display_url': 'youtube.com/watch?v=ENG9kX…'}], 'annotations': [{'start': 4, 'end': 10, 'probability': 0.5176, 'type': 'Product', 'normalized_text': 'YouTube'}, {'start': 51, 'end': 66, 'probability': 0.5896, 'type': 'Product', 'normalized_text': 'Roblox Jailbreak'}]}",,False,,everyone,Twitter Web App
1535737963493183490,1261676847215058944,"2 hours, of roblox retail tycoon 2",2022-06-11 21:37:17+00:00,,0,0,1,0,en,1535737963493183490,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]",,,False,,everyone,Twitter Web App
1535737962654203904,1477641247661637633,"Item: Eggcognito Egg
Deal: 44%
Price: 1571

Rap: 2840
Value: 2840

https://t.co/zmmEIwOldd

#roblox #robloxtrading",2022-06-11 21:37:17+00:00,,1,0,0,0,en,1535737962654203904,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/zmmEIwOldd', 'expanded_url': 'https://www.roblox.com/catalog/76692214/Eggcognito-Egg', 'display_url': 'roblox.com/catalog/766922…'}], 'hashtags': [{'start': 92, 'end': 99, 'tag': 'roblox'}, {'start': 100, 'end': 114, 'tag': 'robloxtrading'}]}",,False,,everyone,Watchfox Roblox Limited Deals
1535737932673433600,927266958441140224,@sunnydelight Roblox,2022-06-11 21:37:10+00:00,,0,0,0,0,en,1535686554567458816,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'mentions': [{'start': 0, 'end': 13, 'username': 'sunnydelight', 'id': '112788766'}]}",,False,,everyone,Twitter for iPhone
1535737862326521860,1528740437971853318,"Statues.

Available now

#Roblox #RobloxDev

https://t.co/WkqJ2GLAnD https://t.co/Q6trouMPQQ",2022-06-11 21:36:53+00:00,,3,1,1,1,en,1535737862326521860,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/WkqJ2GLAnD', 'expanded_url': 'https://www.roblox.com/games/9819318081/Statues-ALPHA', 'display_url': 'roblox.com/games/98193180…'}, {'start': 69, 'end': 92, 'url': 'https://t.co/Q6trouMPQQ', 'expanded_url': 'https://twitter.com/RiddlingGames/status/1535737862326521860/video/1', 'display_url': 'pic.twitter.com/Q6trouMPQQ', 'media_key': '7_1535737727420882945'}], 'hashtags': [{'start': 25, 'end': 32, 'tag': 'Roblox'}, {'start': 33, 'end': 43, 'tag': 'RobloxDev'}]}",{'media_keys': ['7_1535737727420882945']},False,,everyone,Twitter for Android
1535737853078122497,1518008292957732864,"we met as adults, and he is the one who made the first move + the one that asked me out. He has made every major decision in this relationship. Now go back to playing roblox, child https://t.co/CNDWxX9k9F",2022-06-11 21:36:51+00:00,,0,1,7,0,en,1535737853078122497,"[{'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 181, 'end': 204, 'url': 'https://t.co/CNDWxX9k9F', 'expanded_url': 'https://twitter.com/ninigutz/status/1535737136229515264', 'display_url': 'twitter.com/ninigutz/statu…'}]}",,False,,everyone,Twitter for iPhone
1535737846023208965,1420741790676652034,Check out Roblox amine's video! #TikTok https://t.co/a1uS2Uv9HE,2022-06-11 21:36:49+00:00,,0,0,0,0,en,1535737846023208965,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1286296657135468545', 'name': 'TikTok'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1088118927580774400', 'name': 'Roblox', 'description': 'Roblox'}}]","{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/a1uS2Uv9HE', 'expanded_url': 'https://vm.tiktok.com/ZMNLjVg1r/?k=1', 'display_url': 'vm.tiktok.com/ZMNLjVg1r/?k=1'}], 'annotations': [{'start': 10, 'end': 21, 'probability': 0.3807, 'type': 'Other', 'normalized_text': 'Roblox amine'}], 'hashtags': [{'start': 32, 'end': 39, 'tag': 'TikTok'}]}",,False,,everyone,Twitter for iPad
