media_key,media_type,alt_text,duration_ms
3_1524125126387810305,photo,,
3_1524125131706015744,photo,,
3_1524125036621139968,photo,,
3_1524124909483347968,photo,,
3_1524124909667950592,photo,,
3_1524124876788965376,photo,,
3_1524124876717662209,photo,,
3_1524124876738543616,photo,,
3_1524124876717670401,photo,,
16_1524124815140999171,animated_gif,,
3_1524124745054175235,photo,,
3_1524124455177527298,photo,,
3_1524124602946912256,photo,,
3_1524124602921672704,photo,,
3_1524124343424495618,photo,,
3_1524124244279447554,photo,,
7_1524124023021617154,video,,53398.0
7_1524124198821670915,video,,21523.0
3_1524123166595035136,photo,,
3_1524123166590869505,photo,,
3_1524124065459544069,photo,,
3_1524124124121083907,photo,,
3_1524124157868453890,photo,,
3_1524124186884587521,photo,,
3_1524124141099528192,photo,,
3_1524124131561775105,photo,,
