media_key,media_type,alt_text,duration_ms
3_1529012207430025218,photo,,
3_1529012207446802433,photo,,
3_1529012207430025217,photo,,
3_1529012025753407488,photo,,
3_1529011699700875266,photo,,
3_1529011964277854209,photo,,
3_1529011892198313985,photo,,
3_1529011842756096000,photo,,
3_1529011804571049984,photo,,
3_1527157658712739841,photo,,
3_1529011690372599808,photo,,
3_1529011537847156736,photo,,
3_1529011429164355590,photo,,
3_1529010630287663104,photo,,
3_1529010656951042051,photo,,
7_1529009595636715520,video,,48716.0
3_1529010502445113344,photo,,
3_1529010130053763072,photo,,
3_1529009863904337920,photo,,
