media_key,media_type,alt_text,duration_ms
3_1532748813349310465,photo,,
3_1532748840805314562,photo,,
3_1532748794282102784,photo,,
3_1532748769942728709,photo,,
3_1532748484809478151,photo,,
3_1532748752863338496,photo,,
7_1532748518854643715,video,,3508.0
3_1532748633019404289,photo,,
3_1532748610902835201,photo,,
3_1532748610869383173,photo,,
3_1532748457726906371,photo,,
3_1532748355151212546,photo,,
3_1532748258576986112,photo,,
3_1532747910487605248,photo,,
3_1532748159264378880,photo,,
3_1532748091983400962,photo,,
3_1532748183557767168,photo,,
3_1532748015814856704,photo,,
3_1532748015810646017,photo,,
3_1532747887876227073,photo,,
3_1532747876266397697,photo,,
3_1532747813674971142,photo,,
3_1532747733156605952,photo,,
3_1532747768191655936,photo,,
3_1532747671894638593,photo,,
3_1532747641163063297,photo,,
3_1532747648674963460,photo,,
3_1532747655734087681,photo,,
3_1532747394470793216,photo,,
