media_key,media_type,alt_text,duration_ms
3_1513511425905418242,photo,,
3_1513511259693588488,photo,,
3_1513511007574196226,photo,,
3_1513510885419110401,photo,,
3_1513510528580460544,photo,,
3_1513510243896291336,photo,,
3_1513510062710730758,photo,,
3_1513510049578381315,photo,,
3_1513510024378728458,photo,,
7_1513509832334135309,video,,4500.0
3_1513509826457972740,photo,,
3_1513509664243482624,photo,,
3_1513509136474177536,photo,,
3_1513508945511526402,photo,,
3_1513508587338883079,photo,,
