media_key,media_type,alt_text,duration_ms
3_1521647815243763712,photo,,
7_1521647784088244224,video,,10055.0
3_1521647802912165888,photo,,
3_1521647808734011392,photo,,
16_1521647797308588034,animated_gif,,
3_1521647788295131137,photo,,
3_1521647670602854400,photo,,
7_1521647645118238721,video,,45000.0
3_1521647546526932992,photo,,
3_1521647733589037056,photo,,
3_1521647746532450305,photo,,
3_1521647731848060928,photo,,
3_1521647730933714944,photo,,
3_1521647720984813568,photo,,
3_1521647728836882432,photo,,
3_1521647626810277889,photo,,
16_1521647714152370176,animated_gif,,
3_1521647650424074240,photo,,
3_1521647421268267008,photo,,
3_1521647602051203073,photo,,
16_1521647661426044929,animated_gif,,
3_1521647657873252356,photo,,
3_1521647661618970624,photo,,
3_1521647654803021826,photo,,
3_1521647611077353474,photo,,
3_1521647536968290304,photo,,
3_1521647632183185411,photo,,
3_1521647585127280640,photo,,
3_1521647592773464065,photo,,
16_1521647588637757441,animated_gif,,
3_1521647592840769537,photo,,
