media_key,media_type,alt_text,duration_ms
3_1516458526859743232,photo,,
3_1516458548758298626,photo,,
3_1516458316678975496,photo,,
3_1516458316683218945,photo,,
3_1516458316725166084,photo,,
3_1516458316691558407,photo,,
3_1516458293618696207,photo,,
7_1516458077150715914,video,,26133.0
3_1516458253449846788,photo,,
16_1516458146738446338,animated_gif,,
7_1516458040563666951,video,,3376.0
3_1516457894706704384,photo,,
3_1516457894706700289,photo,,
3_1516457858484908037,photo,,
3_1516457777576570883,photo,,
3_1516457760451399681,photo,,
7_1516422283119767572,video,,13566.0
7_1516457295206567943,video,,29631.0
3_1516457265871552514,photo,,
3_1516456815646683138,photo,,
