media_key,media_type,alt_text,duration_ms
3_1512884952613928962,photo,,
3_1512884961656946695,photo,,
3_1512884970288820239,photo,,
3_1512884811156893700,photo,,
3_1512884948532879367,photo,,
3_1512884862503600130,photo,,
3_1512884808346923013,photo,,
3_1512883687016525824,photo,,
3_1512883715860725761,photo,,
3_1512883742506983427,photo,,
3_1512883770856194055,photo,,
3_1512884634945732611,photo,,
3_1512884615547084806,photo,,
3_1512884566104621058,photo,,
3_1512882857638834192,photo,,
3_1512884382402588674,photo,BEFORE,
3_1512884387855151108,photo,AFTER,
3_1512884286847954947,photo,,
3_1512884289897123841,photo,,
3_1512884104676655108,photo,,
16_1512884068765028352,animated_gif,,
3_1512883993510879243,photo,,
3_1512882706236989441,photo,,
3_1512882867877122053,photo,,
3_1512882919366344711,photo,,
3_1512882946415505418,photo,,
3_1512883392207073284,photo,,
3_1512883453859176449,photo,,
3_1512883464370114561,photo,,
7_1512882405031485447,video,,44998.0
