media_key,media_type,alt_text,duration_ms
3_1514790358776889351,photo,,
3_1514790378603376645,photo,,
7_1514790400124350467,video,,19199.0
3_1514790369648517131,photo,,
3_1514790238043852802,photo,,
3_1514790078601576452,photo,,
3_1514790158427586566,photo,,
3_1514789663143174150,photo,,
3_1514789527176421382,photo,,
3_1514789541688668174,photo,,
3_1514789315481522178,photo,,
3_1514789271932006402,photo,,
3_1514789142374207490,photo,,
3_1514788779529187329,photo,,
3_1514788862781911046,photo,,
3_1514788576977829899,photo,,
3_1514788584921841674,photo,,
3_1514788369842069509,photo,,
7_1514788342411366410,video,,13735.0
