media_key,media_type,alt_text,duration_ms
3_1518755304015802368,photo,,
3_1518755122255388672,photo,,
3_1518755111086202881,photo,,
3_1518755082212368384,photo,,
3_1518754511250202624,photo,,
3_1518754511250235393,photo,,
7_1518754247218802689,video,,11911.0
3_1518754016360079362,photo,,
3_1518753410790658049,photo,,
3_1518753432374550539,photo,,
3_1518753441014812674,photo,,
3_1518753852090159104,photo,,
3_1518753749413543936,photo,,
3_1518753599177867266,photo,,
3_1518753490109091840,photo,,
3_1518753270889558016,photo,,
3_1518752914520494080,photo,,
3_1518752839807508482,photo,,
3_1518752877438775297,photo,,
3_1518752848044994560,photo,,
