media_key,media_type,alt_text,duration_ms
3_1533877498378915845,photo,,
3_1533877271987200001,photo,,
3_1533877138717147137,photo,,
3_1533877138721386496,photo,,
3_1533876841399914502,photo,,
3_1533876402851913729,photo,,
3_1533876365979787264,photo,,
3_1533875873719496705,photo,,
3_1533876121628028931,photo,,
3_1533875899740864517,photo,,
3_1533875899732574208,photo,,
3_1533875645738098690,photo,,
3_1533875826147598338,photo,,
3_1533875826130812930,photo,,
3_1533875368335114240,photo,,
3_1533875755725242373,photo,,
3_1533875713140576256,photo,,
3_1533875433367736320,photo,,
3_1533875135484022784,photo,,
3_1533875102282022913,photo,,
3_1533874604825006080,photo,it has been more than a week since the page has said this to me :/,
3_1533874912972111872,photo,,
3_1533874783112380422,photo,,
