media_key,media_type,alt_text,duration_ms
16_1524704956271722496,animated_gif,,
3_1524704713211473920,photo,,
3_1524704424479891462,photo,,
3_1524703456925458432,photo,,
3_1524702677526999052,photo,,
3_1524702191096844288,photo,,
3_1524701383697612800,photo,,
3_1524701140473974786,photo,,
3_1524701150565466112,photo,,
7_1524700582887723008,video,,21300.0
3_1524700706938277890,photo,,
3_1524700070356172800,photo,,
3_1524699782622629888,photo,,
