media_key,media_type,alt_text,duration_ms
3_1516113420965265412,photo,,
7_1516113176382869504,video,,21570.0
3_1516111964161904642,photo,,
3_1516113003837542449,photo,,
3_1516112345856159744,photo,,
3_1516112948376346626,photo,,
3_1516112911630053386,photo,,
3_1516112931536228359,photo,,
3_1516112604204199937,photo,,
3_1516112781866676234,photo,,
7_1516112222329602053,video,,28966.0
3_1516112687092178956,photo,,
3_1516112670897979399,photo,,
3_1516112461644111876,photo,,
3_1516112534067163137,photo,,
3_1516112448931082241,photo,,
3_1516112150091108352,photo,,
3_1516112115177828352,photo,,
16_1516111998882361348,animated_gif,,
3_1516111971329925126,photo,,
