media_key,media_type,alt_text,duration_ms
3_1521663265947987968,photo,,
3_1521663782661074946,photo,,
3_1521663777816596484,photo,,
3_1521663682551623680,photo,,
3_1521663540951764993,photo,,
3_1521663755016458240,photo,,
3_1521663687844823041,photo,,
3_1521663315717410816,photo,,
3_1521662167480770566,photo,is not back at all  as u can see in the message they are working on it but yeah is back but it have some things broken.,
7_1521663603677732864,video,,35066.0
3_1521663507720454146,photo,,
3_1521663679887986688,photo,,
3_1521663642235973632,photo,,
3_1521663678860468226,photo,,
3_1521663641849712645,photo,,
3_1521663479979126784,photo,,
3_1521663600032636929,photo,,
3_1521663562145570818,photo,,
3_1521663347577561089,photo,,
3_1521663369543143427,photo,,
3_1521663559582760968,photo,,
3_1521663550074146816,photo,,
3_1521663498610216960,photo,,
3_1521663491219890176,photo,,
