media_key,media_type,alt_text,duration_ms
3_1535283697062117376,photo,,
3_1535283711830331395,photo,,
16_1535283729266008064,animated_gif,,
7_1535283624047742978,video,,8910.0
3_1535283558549532672,photo,,
16_1535283517927604228,animated_gif,,
3_1535283400646574081,photo,,
3_1535283393281368064,photo,,
3_1535283232484102145,photo,,
7_1535283165383872513,video,,14600.0
3_1535283115966418944,photo,,
7_1535282996198121473,video,,10566.0
3_1535282997095972864,photo,,
3_1535282890514243584,photo,,
3_1535282818036551680,photo,,
16_1535282784121819136,animated_gif,,
16_1535282650247725069,animated_gif,,
3_1535281735637803010,photo,,
3_1535282445280583681,photo,,
3_1535282445284679684,photo,,
3_1535282445473415169,photo,,
3_1535282445435772929,photo,,
3_1535282368709332992,photo,,
7_1535282291005702146,video,,20333.0
3_1535282050097643521,photo,,
3_1535281709654188033,photo,,
3_1535281624027385856,photo,,
3_1535281628808826882,photo,,
